Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
mwdl.org/collections/2030.php,3,2,00:00:13,2,50.00%,66.67%,$0.00
mwdl.org/collections/2045.php,3,1,00:00:53,1,0.00%,33.33%,$0.00
mwdl.org/collections/2112.php,3,2,00:04:02,0,0.00%,0.00%,$0.00
mwdl.org/collections/2137.php,3,3,00:00:36,1,0.00%,66.67%,$0.00
mwdl.org/collections/2199.php,3,2,00:00:20,0,0.00%,0.00%,$0.00
mwdl.org/collections/2222.php,3,3,00:00:00,3,100.00%,100.00%,$0.00
mwdl.org/collections/2301.php,3,2,00:00:08,1,100.00%,33.33%,$0.00
mwdl.org/dpla/about_dpla2.php,3,3,00:01:39,1,0.00%,33.33%,$0.00
mwdl.org/events/buildingOnlineExhibits.php,3,3,00:00:00,3,100.00%,100.00%,$0.00
mwdl.org/getinvolved/memberprogram.php,3,1,00:06:35,0,0.00%,0.00%,$0.00
mwdl.org/partners/101.php,3,3,00:01:28,1,0.00%,0.00%,$0.00
mwdl.org/partners/108.php,3,3,00:00:07,2,100.00%,66.67%,$0.00
mwdl.org/partners/139.php,3,3,00:00:00,3,100.00%,100.00%,$0.00
mwdl.org/partners/288.php,3,3,00:00:00,3,100.00%,100.00%,$0.00
mwdl.org/portals/ir_portal.php,3,3,00:00:00,2,100.00%,100.00%,$0.00
test.mwdl.org/NewSite/collections/AmericanWestwardMigration.php,3,3,00:00:17,0,0.00%,33.33%,$0.00
test.mwdl.org/NewSite/collections/WeberCountyUTWorldWarIPhotographs.php,3,2,00:00:03,0,0.00%,0.00%,$0.00
www.mwdl.org/aboutPartners.php,3,3,00:01:06,0,0.00%,0.00%,$0.00
www.mwdl.org/collections/2166.php,3,1,00:00:25,1,0.00%,33.33%,$0.00
www.mwdl.org/partners/117.php,3,2,00:00:24,0,0.00%,33.33%,$0.00
mwdl.org/aboutCollections.php/byInstitution/collections/1279.php,2,2,00:00:09,0,0.00%,50.00%,$0.00
mwdl.org/aboutCollections.php/byInstitution/collections/1314.php,2,1,00:00:22,0,0.00%,50.00%,$0.00
mwdl.org/aboutCollections.php/byInstitution/collections/1500.php,2,1,00:00:10,0,0.00%,0.00%,$0.00
mwdl.org/aboutCollections.php/byInstitution/collections/1941.php,2,1,00:00:07,0,0.00%,0.00%,$0.00
mwdl.org/aboutCollections.php/byInstitution/collections/collections/2131.php,2,1,00:00:04,0,0.00%,0.00%,$0.00
mwdl.org/collections/1011.php,2,2,00:00:23,0,0.00%,50.00%,$0.00
mwdl.org/collections/1028.php,2,1,00:01:22,0,0.00%,50.00%,$0.00
mwdl.org/collections/1035.php,2,1,00:00:17,1,0.00%,50.00%,$0.00
mwdl.org/collections/1060.php,2,2,00:00:00,2,100.00%,100.00%,$0.00
mwdl.org/collections/1074.php,2,1,00:00:32,1,0.00%,50.00%,$0.00
mwdl.org/collections/1102.php,2,2,00:00:11,1,100.00%,50.00%,$0.00
mwdl.org/collections/1105.php,2,1,00:00:42,1,0.00%,50.00%,$0.00
mwdl.org/collections/1112.php,2,2,00:00:00,2,100.00%,100.00%,$0.00
mwdl.org/collections/1121.php,2,2,00:00:00,2,100.00%,100.00%,$0.00
mwdl.org/collections/1122.php,2,2,00:00:00,2,100.00%,100.00%,$0.00
mwdl.org/collections/1124.php,2,2,00:00:00,2,100.00%,100.00%,$0.00
mwdl.org/collections/1134.php,2,2,00:00:23,0,0.00%,0.00%,$0.00
mwdl.org/collections/1139.php,2,2,00:05:48,1,100.00%,50.00%,$0.00
mwdl.org/collections/1156.php,2,2,00:00:00,1,100.00%,100.00%,$0.00
mwdl.org/collections/1161.php,2,1,00:00:36,0,0.00%,0.00%,$0.00
mwdl.org/collections/1164.php,2,2,00:00:00,2,100.00%,100.00%,$0.00
mwdl.org/collections/1180.php,2,1,00:00:10,0,0.00%,50.00%,$0.00
mwdl.org/collections/1211.php,2,1,00:00:44,1,0.00%,50.00%,$0.00
mwdl.org/collections/1242.php,2,2,00:03:30,0,0.00%,0.00%,$0.00
mwdl.org/collections/1244.php,2,2,00:05:08,0,0.00%,50.00%,$0.00
mwdl.org/collections/1250.php,2,1,00:00:11,0,0.00%,0.00%,$0.00
