Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/dlDisplay.do?vid=MWDL&docId=digcoll_bsu_40archives/1318,10,2,00:00:38,2,0.00%,20.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/dlDisplay.do?vid=MWDL&docId=digcoll_uuu_11USHS_Shipler/8737,10,6,00:02:15,6,33.33%,50.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?indx=1&pageNumberComingFrom=1&vl(12791079UI0)=sub&vl(35821425UI2)=all_items&indx=1&vl(1UI0)=exact&scp.scps=scope:(mw)&vid=MWDL&vl(freeText0)= Enrollees&dstmp=1522024126515,10,1,00:00:14,0,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?indx=11&pageNumberComingFrom=2&vl(12791079UI0)=sub&vl(35821425UI2)=all_items&indx=11&vl(1UI0)=exact&scp.scps=scope:(mw)&vid=MWDL&vl(freeText0)= Enrollees&dstmp=1522024266483,10,1,00:00:11,0,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?indx=61&pageNumberComingFrom=7&vl(12791079UI0)=sub&vl(35821425UI2)=all_items&indx=61&vl(1UI0)=exact&scp.scps=scope:(mw)&vid=MWDL&vl(freeText0)= Enrollees&dstmp=1522024614785,10,1,00:00:11,0,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?initialSearch=true&indx=1&vid=MWDL&fctN=facet_topic&fctN=facet_topic&fctV=Stagecoach+stations&fctV=Parley's+Canyon&vl(12791079UI0)=any&vl(12791079UI0)=title&vl(12791079UI0)=any&vl(1UI0)=contains&vl(freeText0)=HIGHLAND+PARK&vl(boolOperator0)=AND&vl(35820410UI1)=lsr13&vl(35820410UI1)=title&vl(35820410UI1)=lsr13&vl(freeText1)=Utah+State+Historical+Society+Classified+Photograph+Collection&vl(boolOperator1)=AND&vl(35821425UI2)=all_items&vl(42535446UI3)=all_items,10,1,00:00:30,0,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?initialSearch=true&indx=1&vid=MWDL&vl(freeText0)=salt+air&scp.scps=scope:(mw)&vl(334075669UI1)=all_items&vl(1UI0)=contains,10,1,00:01:14,1,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?pageNumberComingFrom=1&vl(12791079UI0)=any&indx=1&vl(1UI0)=contains&vid=MWDL&vl(boolOperator1)=AND&vl(42535446UI3)=all_items&vl(freeText1)=Murray&dstmp=1521862124824&vl(35820410UI1)=lsr13&vl(35821425UI2)=all_items&vl(boolOperator0)=AND&vl(freeText0)=Lester,10,1,00:00:51,0,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?pageNumberComingFrom=1&vl(12791079UI0)=any&indx=1&vl(1UI0)=contains&vid=MWDL&vl(boolOperator1)=AND&vl(42535446UI3)=all_items&vl(freeText1)=Utah State Historical Society Classified Photograph Collection&dstmp=1520460559598&vl(35820410UI1)=lsr13&vl(35821425UI2)=all_items&vl(boolOperator0)=AND&vl(freeText0)=main street salt lake city first security,10,2,00:01:11,0,0.00%,0.00%,$0.00
utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?pageNumberComingFrom=48&vl(35820410UI1)=lsr13&indx=471&scp.scps=scope:(mw)&vid=MWDL&vl(freeText1)=Clifford Bray Photographs&dstmp=1521096537963,10,4,00:02:04,3,66.67%,30.00%,$0.00
